OVR;Pos;Rank;Tier;Name;Team;Bye
239;TE;TE28;18;Juwan Johnson;NO;
240;WR;WR85;18;Tre Tucker;LV;
241;Pick;;18;3.10;;
242;RB;RB59;18;DJ Giddens;IND;
243;WR;WR86;18;Dont'e Thornton Jr.;LV;
244;WR;WR87;18;Marvin Mims;DEN;
245;RB;RB60;18;George Holani;SEA;
246;RB;RB61;18;Brashard Smith;KC;
247;TE;TE29;18;Evan Engram;DEN;
248;Pick;;18;3.11;;
249;QB;QB37;18;Jalen Milroe;SEA;
250;WR;WR88;18;Devaughn Vele;NO;
251;RB;RB62;18;Ray Davis;BUF;
252;RB;RB63;18;Ollie Gordon II;MIA;
253;RB;RB64;18;Sean Tucker;TB;
254;TE;TE30;18;Elijah Arroyo;SEA;
255;QB;QB38;18;Kirk Cousins;;
256;Pick;;18;3.12;;
257;RB;RB65;18;Jaydon Blue;DAL;
258;WR;WR89;18;Efton Chism;NE;
259;WR;WR90;18;DeMario Douglas;NE;
260;WR;WR91;18;Ja'Lynn Polk;NO;
261;TE;TE31;18;Pat Freiermuth;PIT;
262;WR;WR92;18;Elijah Moore;PHI;
263;TE;TE32;18;Ja'Tavion Sanders;CAR;
264;RB;RB66;18;Keaton Mitchell;LAC;
265;WR;WR93;18;Christian Kirk;SF;
266;Pick;;23;4.01;;
267;RB;RB67;18;Jaylen Wright;MIA;
268;TE;TE33;18;Michael Mayer;LV;
269;RB;RB68;18;Najee Harris;;
270;TE;TE34;18;Taysom Hill;;
271;WR;WR94;18;Isaiah Bond;CLE;
272;WR;WR95;18;Gabe Davis;;
273;TE;TE35;18;Jonnu Smith;;
274;Pick;;23;4.02;;
275;WR;WR96;18;Roman Wilson;PIT;
276;RB;RB69;18;Jordan James;SF;
277;RB;RB70;18;Jarquez Hunter;LAR;
278;RB;RB71;18;Isaiah Davis;NYJ;
279;WR;WR97;18;Jalen Nailor;LV;
280;QB;QB39;18;Zach Wilson;NO;
281;TE;TE36;18;Ben Sinnott;WAS;
282;Pick;;23;4.03;;
283;TE;TE37;18;Gunnar Helm;TEN;
284;WR;WR98;18;Dontayvion Wicks;GB;
285;QB;QB40;18;Joe Flacco;CIN;
286;RB;RB72;18;Kareem Hunt;;
287;QB;QB41;18;Deshaun Watson;CLE;
288;Pick;;23;4.04;;
289;WR;WR99;19;Curtis Samuel;;
290;WR;WR100;19;Savion Williams;GB;
291;RB;RB73;19;Isaac Guerendo;SF;
292;QB;QB42;19;Russell Wilson;;
293;Pick;;23;4.05;;
294;TE;TE38;20;Colby Parkinson;LAR;
295;RB;RB74;20;Nick Chubb;;
296;RB;RB75;20;Kendre Miller;NO;
297;Pick;;23;4.06;;
298;RB;RB76;21;Trevor Etienne;CAR;
299;QB;QB43;21;Dillon Gabriel;CLE;
300;QB;QB44;21;Gardner Minshew;ARI;
301;TE;TE39;21;Zach Ertz;;
302;TE;TE40;21;Mike Gesicki;CIN;
303;WR;WR101;21;Jordan Whittington;LAR;
304;Pick;;23;4.07;;
305;WR;WR102;22;Ryan Flournoy;DAL;
306;TE;TE41;22;Erick All;CIN;
307;TE;TE42;22;Luke Musgrave;GB;
308;WR;WR103;22;Jalen Tolbert;MIA;
309;TE;TE43;22;Noah Gray;KC;
310;WR;WR104;22;Andrei Iosivas;CIN;
311;RB;RB77;22;MarShawn Lloyd;GB;
312;RB;RB78;22;Jerome Ford;WAS;
313;WR;WR105;22;Malachi Corley;CLE;
314;Pick;;23;4.08;;
315;RB;RB79;23;Tahj Brooks;CIN;
316;TE;TE44;23;Jake Tonges;SF;
317;WR;WR106;23;Jalin Hyatt;NYG;
318;WR;WR107;23;DeAndre Hopkins;;
319;RB;RB80;23;Raheim Sanders;CLE;
320;QB;QB45;23;Jake Browning;TB;
321;WR;WR108;23;Tai Felton;MIN;
322;RB;RB81;23;Roschon Johnson;CHI;
323;WR;WR109;23;Treylon Burks;WAS;
324;Pick;;23;4.09;;
325;WR;WR110;23;Javon Baker;;
326;TE;TE45;23;Cole Kmet;CHI;
327;RB;RB82;23;Audric Estime;NO;
328;RB;RB83;23;Miles Sanders;;
329;QB;QB46;23;Will Howard;PIT;
330;QB;QB47;23;Aidan O'Connell;LV;
331;WR;WR111;23;Jalen Royals;KC;
332;RB;RB84;23;Austin Ekeler;;
333;WR;WR112;23;Jahan Dotson;ATL;
334;TE;TE46;23;Daniel Bellinger;TEN;
335;TE;TE47;23;Darren Waller;;
336;WR;WR113;23;Joshua Palmer;BUF;
337;WR;WR114;23;Dyami Brown;WAS;
338;WR;WR115;23;Jonathan Mingo;DAL;
339;Pick;;23;4.10;;
340;WR;WR116;23;John Metchie;CAR;
341;WR;WR117;23;Xavier Restrepo;TEN;
342;TE;TE48;23;Darnell Washington;PIT;
343;WR;WR118;23;Brandin Cooks;;
344;RB;RB85;23;Devin Singletary;NYG;
345;WR;WR119;23;Calvin Austin;NYG;
346;QB;QB48;23;Will Levis;TEN;
347;RB;RB86;23;Justice Hill;BAL;
348;WR;WR120;23;Noah Brown;;
349;QB;QB49;23;Joe Milton;DAL;
350;RB;RB87;23;Emari Demercado;KC;
351;TE;TE49;23;Dawson Knox;BUF;
352;QB;QB50;23;Spencer Rattler;NO;
353;QB;QB51;23;Jameis Winston;NYG;
354;QB;QB52;23;Derek Carr;;
355;RB;RB88;23;Damien Martinez;GB;
356;WR;WR121;23;Tyler Lockett;;
357;Pick;;23;4.11;;
358;WR;WR122;23;Adam Thielen;;
359;WR;WR123;23;Jimmy Horn Jr.;CAR;
360;WR;WR124;23;Amari Cooper;;
361;RB;RB89;23;Samaje Perine;CIN;
362;WR;WR125;23;Tyquan Thornton;KC;
363;RB;RB90;23;Raheem Mostert;;
364;RB;RB91;23;Antonio Gibson;;
365;RB;RB92;23;Dameon Pierce;PHI;
366;RB;RB93;23;LeQuint Allen;JAX;
367;TE;TE50;23;Noah Fant;NO;
368;TE;TE51;23;Luke Schoonmaker;DAL;
369;RB;RB94;23;Will Shipley;PHI;
370;QB;QB53;23;Sam Howell;DAL;
371;WR;WR126;23;Jaylin Lane;WAS;
372;WR;WR127;23;Darius Slayton;NYG;
373;RB;RB95;23;Phil Mafah;DAL;
374;Pick;;23;4.12;;
375;RB;RB96;23;Kalel Mullings;TEN;
376;RB;RB97;23;Jaleel McLaughlin;DEN;
377;WR;WR128;23;Keandre Lambert-Smith;LAC;
378;WR;WR129;23;Nick Westbrook-Ikhine;IND;
379;WR;WR130;23;Luke McCaffrey;WAS;
380;QB;QB54;23;Quinn Ewers;MIA;
381;QB;QB55;23;Marcus Mariota;WAS;
382;RB;RB98;23;Zonovan Knight;ARI;
383;TE;TE52;23;Brevin Jordan;HOU;
384;WR;WR131;23;Tutu Atwell;MIA;
385;WR;WR132;23;Jermaine Burton;;
386;WR;WR133;23;Arian Smith;NYJ;
387;QB;QB56;23;Davis Mills;HOU;
388;TE;TE53;23;Jared Wiley;KC;
389;WR;WR134;23;Zay Jones;;
390;TE;TE54;23;Tyler Conklin;DET;
391;RB;RB99;23;Deuce Vaughn;DEN;
392;WR;WR135;23;LaJohntay Wester;BAL;
393;WR;WR136;23;Kendrick Bourne;ARI;
394;WR;WR137;23;Tahj Washington;MIA;
395;TE;TE55;23;Tyler Higbee;LAR;
396;WR;WR138;23;Greg Dortch;DET;
397;TE;TE56;23;Will Dissly;;
398;RB;RB100;23;Khalil Herbert;;
399;WR;WR139;23;Xavier Hutchinson;HOU;
400;TE;TE57;23;Jaheim Bell;PHI;
401;RB;RB101;23;Michael Carter;;
402;RB;RB102;23;Jeremy McNichols;WAS;
403;WR;WR140;23;Rondale Moore;;
404;TE;TE58;23;Chris Manhertz;NYG;
405;RB;RB103;23;Zack Moss;;
406;WR;WR141;23;Odell Beckham;;
407;WR;WR142;23;Jacob Cowing;SF;
408;RB;RB104;23;AJ Dillon;CAR;
409;RB;RB105;23;Rasheen Ali;BAL;
410;WR;WR143;23;Demarcus Robinson;SF;
411;QB;QB57;23;Kenny Pickett;CAR;
412;WR;WR144;23;Mike Williams;;
413;WR;WR145;23;KeAndre Lambert-Smith;LAC;
414;WR;WR146;23;JuJu Smith-Schuster;;
415;RB;RB106;23;Alexander Mattison;;
416;RB;RB107;23;Ty Johnson;BUF;
